id,text,likes,date,views
8881,"Давайте повторим то, что мы ещё не проходили

#Наумова_mipt",241,1667123897,7063
8877,"Тем самым, шаг индукции доказан... Может, вы этого не заметили, но он доказан

#Ершов_mipt",141,1667029284,6171
8876,"Так как вы аэромехи, у меня к вам дополнительное требование: если Матч Века проиграете, на экзамен ко мне можете не прихожить

#Бишаев_mipt",225,1667029278,7488
8875,"—Вы готовы отвечать?
—Мы готовы сдаться.
—А я пленных не беру.
#Филатов_mipt",332,1667029265,7653
8863,"Не комфортно без экзотики... Чего-то не хватает в этой жизни 

#Здор_mipt",88,1666943456,5745
8862,"Слушайте, ну давайте я дам вам подсказку. Треть решения задачи - это то, что она простая.

#Богачев_mipt",200,1666943450,6210
8856,"💀ADRENALINE STADIUM & HALLOWEEN💀

УЖЕ В ЭТУ СУББОТУ 29.10 ОТМЕЧАЕМ САМЫЙ МАСШТАБНЫЙ HALLOWEEN В РОССИИ 💀 18+

Это событие войдет в историю. Ты не можешь его пропустить…

Что же будет? Тебя ждет:

📌100 артистов
📌Лучшие МС и DJ Москвы
📌БОЛЕЕ 8000 ЧЕЛОВЕК❗
📌СВЕТОВОЕ И ЛАЗЕРНОЕ ШОУ
📌Презент на входе гостям в костюмах или с гримом

Как попасть?
АБСОЛЮТНО БЕСПЛАТНО!
Переходи по ссылке, регистрируйся и получай свой билет на почту👇🏻🎟

https://moscow.qtickets.events/51829-halloween-adrenaline-stadium?qcode=beverly5

Для брони VIP столика пиши - vk.com/josmiiin
Для связи в TG/WA - 89299264503

Если у тебя остались вопросы, то напиши мне в любую из указанных выше соц. сеть☺

Не упусти свой шанс стать частью легендарного события❤",1,1666861201,4694
8854,"Тем самым, шаг индукции доказан. Быть может, вы этого не заметили, но он доказан.

#Ершов_mipt",119,1666854466,5355
8853,"Давайте обозначим по-другому, раз вам не нравятся мои забавные обозначения.

#Ершов_mipt",156,1666854460,5580
8852,"Душа - это квантовое состояние высокомолекулярного объекта
#Башаров_mipt",157,1666854448,6208
8851,"Ой, неуд вместо отла

#Огарков_mipt",228,1666854400,5571
8841,"Если в формуле есть фамилия Эйнштейна, то её нужно обязательно запомнить
#Попов_mipt",260,1666772416,6906
8840,"Встать на лекцию и прийти — это маленький подвиг.

#Хирьянов_mipt",421,1666772408,8065
8828,"Критерий хорошей задачи - это чтобы она имела простое, очевидное, неправильное решение

#Александров_mipt",510,1666689894,10974
8827,"Буковки, буковки…выбор буковок - это самая тонкая вещь!
#Лукашов_mipt",122,1666689888,5242
8826,"У нас время есть? Хотелось бы, чтобы не было.
#Бурмистров_mipt",171,1666689884,5796
8812,"Друзей у вас должно быть как можно меньше, если вы программируете на C++.
#Мещерин_mipt",376,1666593384,8686
8811,"Есть такая теорема — можно делать что угодно в каком угодно количестве.
#Шабанов_mipt",136,1666593370,5791
8810,"Лекция по случайным графам:

Основной вопрос, который нас интересует — вероятность вырождения. В общем, все умрут, рано или поздно.

#Шабанов_mipt",96,1666593361,5208
8805,"Жизнь устроена так, что мне сдают задачи не тогда, когда я этого жду

#Притыкин_mipt",209,1666513722,6808
8797,"Нам есть чему поучиться у тангенса
#Огарков_mipt",163,1666432986,6222
8796,"Не первоОбразная, а первообрАзная. ПервоОбразная - в колхозе ""Красные лапти"".
#Огарков_mipt",117,1666432980,6373
8773,"Перемножать бесконечные множества - это не солидно. 
#Теймуразов_mipt КБ",98,1666336194,5555
8772,"Жила себе парабола, и была она всех красивее, и был у нее min

#Дымарский_mipt",209,1666336180,6930
8771,"Я тупой школьник, делаю как тупой школьник

#Терешин_mipt",149,1666336174,5769
8768,"🔥Регистрируйся на локальный этап студенческого конкурса Лаборатории Касперского
Реши проблемы информационной безопасности!

https://secureitcup.com/

Тебя ждут:
- Актуальные задачи в области информационной безопасности
- Прокачка скиллов с топовыми экспертами Лаборатории Касперского
- Возможность попасть на международный этап конкурса и побороться за приз 10 000 долларов США
- Возможность разделить призовой фонд 60 000 руб.

Участвовать можно индивидуально или в составе команды до 5 человек.

Успей зарегистрироваться на сайте:

https://secureitcup.com/

Ждём на SECUR'IT CUP'22 (Россия и СНГ)!",2,1666270325,3650
8766,"И вообще, считать на людях не очень приятно
#Горяйнов_mipt",137,1666248994,5299
8765,"А эту формулу мы манюхонька изменим. На ипсилон…
#Дубинская_mipt",89,1666248985,5079
8764,"возьмём матрицу... ну, не ту, в которой мы все живём, а вот эту.

#Гавриков_mipt",364,1666248976,7050
8750,"*Рассказывает про опыт Эйнштейна - де Гааза*

Поэтому какими бы великими учеными вы не становились - не подгоняйте лабы

#Гавриков_mipt",233,1666162086,6165
8749,"Семестровая контрольная — это, на самом деле, чемпионат по фигурному катанию

#Николаенко",296,1666162078,6778
8732,"О: Вы как билеты учите?
С: Ну, с начала
О: Это зря. Нужно начинать с конца, чтобы было как с книгой. Конец открыл, все узнал - книгу откладываешь
#Орлов_mipt",239,1666075364,8653
8731,"Спасибо, мы теперь можем общаться с кругом 
#Орлов_mipt",61,1666075341,5043
8730,"Да, бесконечное магнитное поле это как-то неуютно

#Зябловский_mipt",127,1666075330,5066
8719,"Отрицательный объём это мило...

#Терешин_mipt",432,1665990022,12879
8718,"П - ... поэтому я скептически отношусь к экономистам
С - вы когда-то занимались экономикой?
П - я не только занимаюсь, я ее преподаю
#Давтян_mipt",245,1665990008,8197
8717,"Я не берусь решать такие задачи, если у меня нет решения
*спустя некоторое время*
Вот видите, даже решение не помогло

#Ершов_mipt",267,1665990002,7234
8713,"П: Согласны с этим утверждением? Соглашайтесь - у вас все равно нет выбора.
#Агаханов_mipt",234,1665910650,6763
8696,"С: ""не могли бы вы писать по-ярче, ничего не видно"" 
Гусев: ""Я бы рад, но доска мокрая. Сейчас она высохнет и всё проявится."" 
*пауза* 
Гусев: ""А вообще доказательство очевидное, я думаю, вы уже в уме всё доказали""

#Гусев_mipt",207,1665819293,9388
8695,"Вам рассказывали уже матлогику? Вы у меня кто, программисты? Ааа, вы же мои, космонавты, вы же не программисты… 
Значит, не нужна вам матлогика, зачем она вам в космосе?! С матлогикой в космос не улетишь! 
 
#Дымарский_mipt",334,1665819268,10168
8694,"Перемножать скорость света на постоянную Планка - это грех! 
 
#Савров_MIPT",115,1665819215,5476
8686,"Человечество пролило такое количество всех жидкостей: пота, крови и всего остального, чтобы это назвать степенями свободы, а вы хотите, чтоб я вам за тридцать секунд объяснил, сколько оно там... Нет, ну понимаете, это же очевидно, на самом деле. Даже тривиально 

#Зверев_mipt",134,1665730873,6310
8684,"Вот у нас есть такой железный сердечник... сердечные дела... да... 
#Александров_mipt",119,1665730845,5544
8683,"Обратную сторону этой кубической луны теперь рассматриваем

#Извеков_mipt",70,1665730842,5513
8676,"П:(Рисует на доске маленький кружок внутри большого)
Кто скажет, на что похоже то, что нам дали в этой задаче? Я вот раньше не замечал.
С: Амогус...
П: Это же Звезда Смерти!
#Зухба_mipt",162,1665651591,7677
8675,"Вот Кориолис, в одном месте умножил на два, в другом поделил на два — и жизнь кончилась... А Кёниг, про него вообще ничего почти неизвестно, разве может, он в Кёнигсберге жил...

#Козьминых_mipt",80,1665651502,4697
8666,"Целых полминутки до конца, давайте закончим сегодня пораньше

#Гавриков_mipt",343,1665569975,7505
8665,"Тело вращается не только относительно приятных осей, но и относительно неприятных

#Гавриков_mipt",174,1665569950,6141
8663,"Очень здорово учить науку после того, как всё открыто

#Хайдуков_mipt",239,1665563906,6430
8662,"«…начнём говорить про тригонометрические функции и их свойства. И конечно же эти функции и эти свойства постоянно используются в жизни. Как жить без экспоненты, без синуса вообще не понятно совершенно…»
#Иванов_mipt Г.Е.",189,1665563899,6813
8652,"Ну это некоторая процедура. Ну она описана. Словами как-то литературно описать... Ну не знаю, вечерело, мы взяли обрезали градиент...

#Гасников_mipt",175,1665472218,7027
8651,"Яков Михайлович написал на доске ""-"" вместо ""<"".
С : А почему у вас там минус?
Д : Это меньше. Вы хотите сказать,что у меня плохой почерк? Так вот... Это ложь!

#Дымарский_mipt",92,1665472202,5791
8650,"С: А где мы центр масс будем брать у человека?
П: Ну хотелось бы в голове. Головастый. Однако не все, к сожалению, такие…
#Виноградов_mipt",118,1665472142,5469
8647,"С1 : Подождите, а как мы это получили?
С2 : Формулы приведения просто
Д : Привидения через и!

#Дымарский_mipt",134,1665389538,6051
8646,"Лекция по АиГ.
Иногда всё-таки надо отвлечься от плоской жизни и начать пространственную...
#Штепин_mipt",111,1665389455,5843
8641,"Студент должен писать быстро. Вот лектор ещё думает, а студент уже должен это писать
#Животов_mipt",335,1665301089,7915
8640,"*Объясняет как искать особые решения дифференциальных уравнений*

Вода камень точит. Буду капать, капать, что-то да запомните

#Агаханова_mipt",131,1665301038,5756
8639,"У меня привычка шипеть, я прошу прощения...
#Огарков_mipt",115,1665301025,5871
8635,"Физтех учит не учиться, физтех учит выживать.
#Огарков_mipt",677,1665224588,11009
8634,"Ради красоты человек идёт на ужасные вещи, а я всего-то модуль навесил.
#Огарков_mipt",276,1665224581,6420
8626,"Спрашивает про отсутствующего студента:
С: Он сейчас закрывается
П: Отчисляется всмысле?
#Половинкин_mipt",179,1665129924,6561
8625,"А вы знаете, что в этой аудитории рождается Вселенная?

#Хайдуков_mipt",79,1665129912,5157
8624,"«У химиков принято .. кхм кхм .. врать»

#Инденбом_mipt А. В.",195,1665129892,6123
8623,"Все довольны, но авиакомпании увеличили свою прибыль. Это называется дискриминация

#Копылов_mipt",47,1665129869,4191
8622,"Этическая комиссия смотрит, как вы обращаетесь с рыбами... И прочими там обезьянами

#Карпов_mipt В.Э.",89,1665129840,5038
8621,"Терли, терли до мата
#Овчинкин_mipt",49,1665129829,4849
8620,"А у вас есть вопросы? Даже если есть, я уже не слушаю

#Дымарский_mipt",122,1665129756,4774
8619,"Нет, я не ошибся, всё правильно. Я ошибусь конечно, но не в этот раз

#Дымарский_mipt",163,1665129750,5246
8610,"На сдаче задания, чтобы студенты не делились вопросами, котрые получают: 
С дьяволом нужно бороться честно.
#Кузнецов_mipt А.А.",75,1665040446,5129
8609,"Вы кушаете из общей кормушки, и это хорошо, плохо только то, что еда из неё некачественная

#Препод_mipt",62,1665040422,4925
8608,"""Ну вот есть ямки из-за этой дрожжалки""

#Соколов_mipt",28,1665040399,4561
8607,"Лекция по матанализу. Действующие лица: Давтян А.Г.; студент. 

Давтян: Вот есть люди, экономисты, у которых если спросить, что такое вектор, они ответят, что вектор - это три числа. *драматическая пауза* 
Вот такие люди учатся в Высшей школе экономики…

Студент: О, я туда переводиться собираюсь

Давтян, не обращая внимания на возглас: …, с такими людьми разговаривать неинтересно

#Давтян_mipt",272,1665040393,9339
8606,"Красааава)))
Я молодец!
Я написал..
Буду думать...

#Стремоусов_mipt",90,1665040362,4982
8605,"Что, голубым не видно? 
*пауза* 
Голубым не видно...

#Рубцов_mipt",150,1665040359,5409
8604,"Ну давайте я по швабре тогда

#Лукашов_mipt",44,1665040350,3794
8603,"Пафос в том, что я соберу много пьяниц, привезу и запущу блуждать. Запущу, и буду следить. Интересное занятие.

#Гасников_mipt",104,1665040340,4835
8602,"Ну...., пьяница блуждает, не вы.

#Гасников_mipt",42,1665040338,3659
8594,"Скажу по секрету, я тоже слышал звонок

#Гавриков_mipt",256,1664963241,5891
8591,"Формулы забудутся, а логику не пропьешь.
#Потапов_mipt",283,1664954901,5881
8590,"Ну мы можем сразу поставить диагноз бесконечности.
#Дубинская_mipt",106,1664954885,4611
8582,"О: Домашку надо делать
С: Да мы делаем - не получается
О: Это вы прикидываетесь
#Орлов_mipt",171,1664869036,6006
8581,"Проще говоря, эллипс - это круг, вписанный в квадрат 3×4
#Попов_mipt",359,1664869028,7301
8573,"*берет в руки швабру*
Впервые с этой штукой я столкнулся 30 лет назад, когда впервые попал на запад. Там все лекторы ходили с этими штуками. Сначала я подумал, что это дворники для машины, потому что в то время дворники носили с собой, чтобы не украли. Вот и подхожу я к одному лектору спрашиваю, что это. Мне объяснили. Я спросил: 
- А дворники вы с собой не носите? Не прут?
- Нет, дворники не прут.
- А эти, [показывает на швабру] зачем тогда носите? 
- А эти прут. 

#Богачев_mipt",279,1664783063,15567
8572,"С:Что есть много?
Я:Ну вот одно пиво - это много?
С:Нееет(хором)
Я:Одно пиво - это мало, а вот пинта в самый раз!
#Яковлев_mipt",114,1664783032,6302
8561,"Я не злопамятный, просто я злой, и память у меня хорошая 
#Агаханов_mipt",269,1664709742,7162
8560,"Это физтех, детки! Школа закончилась… 
(выходит из кабинета) 
#Терёшин_mipt",203,1664709723,5891
8550,"Это не доказательство, это рофл

#Николаенко_mipt",298,1664616979,7339
8549,"""Однажды Я встретился со своим знакомым с Курчатовского института, завязался следующий диалог: 
-Я теперь к себе в лабу буду брать только физтехов! Только физтехов и больше никого! 
-Почему? 
-Собрал группу, Мифишники, дал им задачу, они говорят: "" Нам этого не читали"" 
А что подумают физтехи? 
Ну первое они подумают: ""Да, нам этого не читали"", А второе: "" А может быть и читали... """"
#Максимычев_mipt",888,1664616970,21281
8548,"... и теперь о нём все знают, учитывая что есть куча индусов, которые любят познавать мир и делиться об этом

#Притыкин_mipt",109,1664616953,5797
8535,"Ш: Как могут пересекаться две плоскости?
С: По прямой.
Ш: Согласен.

Доказывает что-то по пересечению плоскостей...

С2: А почему плоскости пересекаются именно по прямой?
Ш: По хорошему, это надо доказывать, но вы сами это сказали и я вам верю.
...
При доказательстве другого утверждения:
Ш: По хорошему, и здесь надо доказывать, что плоскости пересекаются по прямой, но я вам всё ещё верю.

#Штепин_mipt",412,1664526205,26126
8534,"Шешнадцать
#Дымарский_mipt",89,1664526189,5363
8533,"Почему пустое множество открыто:
Пусть оно не открыто, тогда у него есть невнутренняя точка...
НО У НЕГО НЕТ ТОЧЕК!
#Редкозубов_mipt",214,1664526184,6488
8532,"С: А почему в этом уравнении уходит гамма?
П: Никуда она не уходит, это я её потерял. Но спасибо, что Вы её поймали

#Ершов_mipt",342,1664526166,7297
8529,"Владимир Владимирович, я вам перезвоню, я на лекции. 
#Козлов_mipt",446,1664475728,8684
8528,"П:Во сколько пара заканчивается?
С: 18:30
П: ну вот смотрите. 18:10, 18:11, 18:12… хм, значит встретимся с вами через 20 минут 

#Филатов_mipt",117,1664475663,6029
8517,"Приглашаем принять участие в масштабном ежегодном IT-соревновании “Лидеры цифровой трансформации”, где тысячи талантливых специалистов создадут сервисы для улучшения жизни горожан.

Что ждет тебя?

📍 Призовой фонд 20 000 000 рублей
📍 10 востребованных городом задач
📍 Подарки от партнеров и эксклюзивный мерч для финалистов
📍 Уникальный опыт, который сможешь отразить в портфолио
📍 Шанс найти будущего работодателя или попасть на стажировку

Принять участие могут все желающие от 18 лет, в составе команд от 2 до 5 человек. Объединяйся с друзьями или организаторы помогут тебе собрать команду для участия.

Приглашаются:
🔹 Front/ back/ fullstack разработчики
🔹 Product и project-менеджеры
🔹 Data scientists, engineers
🔹 Дизайнеры
🔹 Маркетологи
🔹 Аналитики
🔹 IT-предприниматели
⠀
Переходи на сайт и регистрируйся:
🔗 https://clck.ru/327ktq",4,1664355603,4353
8514,"Мы конечно в космосе, но не настолько 
#Орлов_mipt",133,1664347151,5602
8513,"Давайте напишу лемму, которую доказывать конечно же не буду, потому как по лени
#Дымарский_mipt",127,1664347140,5924
8510,"Мне по рукам могут дать знающие люди, но вы не дадите

#Инденбом_mipt",255,1664265229,7400
8509,"Посмотрите какая лапочка стоит в числителе

#Михайлова_mipt",254,1664265223,6995
8504,"Ты DevOps-инженер? Ты Python-разработчик? Умеешь работать с базами данных?

С 7 по 9 октября 2022 года компания IT_ONE проведет онлайн-хакатон IT_ONE DevOps CHAMPION!
IT_ONE – крупный разработчик ПО, который занимается трансформацией и цифровизацией российских компаний. Не упусти свой шанс поработать с профессионалами своего дела.

Тебе предстоит решить одну из двух задач на выбор:

– Автоматизировать задачу клонирования координаторов из одной среды Cloudera HUE в другую.

– Раскатать helm чарт через qbec.

Выполни задание одного из двух кейсов хакатона и получи до 70.000 рублей!

🗓 Даты хакатона: 7–9 октября 2022 года
📌 Дедлайн регистрации: 3 октября 23:59
👉 Регистрация и подробности: https://bit.ly/3SgJhr4

На хакатоне тебя ждет:

📌 Призовой фонд – 200.000 рублей
📌 Стильный мерч
📌 Новые знакомства
📌 Мастер-классы и обратная связь от топовых экспертов",3,1664183521,4228
8499,"Святослав, вы примитивный душнила

#Дежуров_mipt",192,1664175632,6578
8498,"Я научил вас рисовать трактор. В принципе, на этом можно расходиться, ничего более полезного я сегодня все равно не сделаю. 
 
#Притыкин_mipt",278,1664175624,7048
8494,"«Zakupki.Hack 2.0» в Москве 
 
🖥 Offline/Online: г. Москва, Рязанский просп., 99, Государственный университет управления (ГУУ), Центр Информационных технологий 
🗓 Даты: 30 сентября - 2 октября 2022г 
💰 Призовой фонд: 300 000 рублей 
👉 Ссылка на регистрацию: https://bit.ly/3qRdiSx 
✅ Кол-во человек: 100 
 
Задача для команд: 
Создать лучший интеллектуальный кластер товаров, работ и услуг (ТРУ) с учетом всех потребностей заказчиков и участников электронных торгов 
 
Участие: 
• онлайн – из любой точки мира 
• офлайн – при условии присутствия на площадке хакатона минимум 50% от состава команды 
 
Дополнительные бонусы: 
• возможность получить работу или стажировку 
• взаимодействие с экспертами 
• брендированный мерч 
• питание и кофе-брейки 
 
Для кого: 
• Аналитики 
• Data-специалисты 
• Студенты и школьники 
• Энтузиасты машинного обучения 
 
Подробнее на сайте: https://bit.ly/3qRdiSx",2,1664099920,4466
8487,"Вы хотите сказать, что у меня плохой почерк... Но это клевета
#Дымарский_mipt",133,1664009070,6787
8485,"Давайте без вопросов. Иначе у меня в голове будет каша.....Впрочем она и так там.
#Дымарский_mipt",188,1663930368,7542
8484,"#Дымарский_mipt:
*пишет теорему Ферма*
Давайте я ударение лучше поставлю на а, а то получается какая-то фЕрма",142,1663930335,6240
8472,"Большое горе Европы в том, что существует закон сохранения энергии.

#Александров_mipt",275,1663831136,7807
8466,"Перерыв.

#Ждановский_mipt",161,1663767928,6912
8464,"Я уже толкал вам речь о том, что вы обделенные?

#Эрлих_mipt",188,1663763707,6695
8451,"Твоё изнеженное стенание и глупо, и пошло

#Овчинкин_mipt",293,1663655667,9095
8450,"«Теория вероятностей вбивает гвоздь в крышку гроба алкоголизма»

#Райгородский_mipt",314,1663655620,7971
8445,"Теорема 2: переход с чего на что? Правильно... с больной головы на здоровую.
#Дымарский_mipt",199,1663580598,7269
8442,"Это хоть и определение, но оно ровным счётом ничего не означает
#Шафаревич_mipt",201,1663495893,6954
8436,"— У нас на физтехе социальный договор:
Преподаватель делает вид, что все объяснил, студенты делают вид, что все поняли.
#Колдунов_mipt",847,1663404628,17132
8432,"Стоят физик и математик у доски, спорят, обсуждают что-то. 
К ним подходит философ, пытается тоже поучаствовать в беседе. 
Математик физику: 
- А давайте пойдëм от противного? 
И они ушли. 
#Серохвостов_mipt",667,1663346063,25406
8429,,10,1663323450,4356
8426,"Каждая сдача [лаб] как шахматы — фигуры те же, но партия всегда другая.
#Сапунов_mipt",374,1663311671,8800
8422,"Хакатон Smolathon

Вас ждет 9 часов работы над задачами по кибербезопасности от базовых вещей до тонкостей информационной безопасности, а также знакомство с представителями ведущих ИТ-компаний России.

Хакатон будет проходить в формате CTF jeopardy: игрокам предоставляется набор заданий (тасков), к которым требуется найти ответ. Ответом является флаг - набор символов или фраза.

Призовой фонд: 500 000 рублей!

Условия участия
Возраст участников от 14 до 24 лет
Команда от 2 до 5 человек

Место проведения: Смоленск
Дата проведения: 27-28 октября 2022

Хакатон проходит в рамках Всероссийского молодежного ИТ-форума Свой код

Регистрация до 16 октября: https://bit.ly/3qDG48L

#свойкод #smolathon",5,1663232620,4642
8420,"Вопросы? Слишком много вопросов. Давайте так. Я вас не слышу. Я немного глуховат.
#Дымарский_mipt",261,1663225413,7809
8412,"Замечательная формула, в ней все буквы одинаковые

#Ситников_mipt",235,1663163928,6857
8405,"Помоги привлечь новых пользователей на сайт для путешествий RUSSPASS и получи возможность выиграть 300 тысяч рублей.

Открыт прием заявок на Moscow Travel Hack — третье соревнование по теме цифровизации индустрии туризма и гостеприимства в России. Хакатон пройдет пройдет в Москве 15-16 октября.

В этом году в хакатон — не только соревнование разработчиков. Участники изучат существующие возможности туристического сервиса RUSSPASS и разработают новые решения по его улучшению в одном из четырех направлений: маркетинг, дизайн, аналитика и технологии.

Мы ждем:
— Маркетологов
— Дизайнеров
— Аналитиков
— Продакт-менеджеров
— Разработчиков

Подай заявку до 4 октября: https://bit.ly/3esoWjI
Место проведения: Grand Ballroom
Организатор: Комитет по туризму города Москвы в рамках проекта Moscow Travel Hub.",1,1663141903,4612
8403,"Если вас это бесит, то забудьте

#Дымарский_mipt",144,1663139922,6359
8402,"Это вопрос из области метафизики, а meta, как вы знаете, запрещена в России
#Холин_mipt",554,1663138833,9160
8400,"Коллективизм - это хорошо. Один за всех, и все на пересдачу. 
#Серохвостов_mipt",506,1663054218,9449
8396,"Это икс
А это кто?
А это икс-малыш
#Дымарский_mipt",190,1662979681,7096
8394,"Нейросети уже разбираются в людях – понимают работу внутренних органов, ставят диагнозы по рентгеновским снимкам и следят за сердцебиением в Apple Watch. А вот разбираешься ли в них ты? 

Если ты неуверенно ответил «не очень», не переживай: появился шанс все исправить. Команда Yandex Research вместе с N+1 выпустила подкаст «Есть задача». За 18 минут ты успеешь: 

вспомнить принципы работы нейросетей
узнать, кто и как их обучает, и сколько датасетов для этого нужно
понять, зачем сравнивать работу ML-моделей 
и кто знает – может быть, захотеть изучать нейронки самостоятельно!

Меньше 20 минут твоей жизни в обмен на много-много интересного. Переходи по ссылке: https://clck.ru/xBYSU",4,1662973203,5166
8388,"Если будете читать википедию, то уж лучше английскую. Такое ощущение, что русскую написали два голодных студента МАИ
#Арутюнов_mipt",338,1662886412,9073
8379,"Я прям слышу, как ваши мозги скрипят 
 
#Терешин_mipt",191,1662799368,7384
8378,"Тогда я скажу...Тогда я скажу, что у меня нет места на доске.
#Дымарский_mipt",120,1662799334,6202
8377,"П: Вы играете в преферанс?
Аудитория: ннет..
П: Физтех уже не тот
#Дубнинская_mipt",319,1662799322,8364
8375,"i - мнимая еденица
Такая вещь, которая хотела быть единицей, но её обозвали мнимой
Она расстроилась, но что поделать
#Дымарский_mipt",173,1662736380,8322
8373,"П: * зловещий смех *
П: Нет, в этом нет ничего зловещего.

#Райгородский_mipt",177,1662725580,6534
8371,"Проснулись - диффурнулись

#Колдунов_mipt",405,1662714780,9904
8369,"Вам может показаться, что это подгонка. Но нет, это построение новой теории!
#Киселев_mipt",180,1662704232,5978
8364,"Рассмотрим кольцо Всевластия. Здесь у нас эльфы, а здесь будут орки. 
#Щербачев_mephi",94,1662704006,5229
8360,"Есть непростительные заклятия, которые нельзя произносить на нашем курсе: авада кедавра, круциаутус, империус, goto и дай списать.
#Ибрагимов_mipt",316,1662658865,8095
8357,"Это моё любимое занятие - писать главную теорему в углу, чтобы никто не видел 
 
#Дымарский_mipt",239,1662635340,6820
8353,"Давайте-ка посмотрим на то, что я только что стёр 
 
#Дымарский_mipt",309,1662628140,7364
8349,"То есть я не хочу сказать, что питон — говно, а джава — замечательно. 
Все они говно.
#Пономарев_mipt",320,1662620940,7789
8347,"Искомое множество точек — бублик с вырезанной границей.
#Скубачевский_mipt",117,1662613740,6607
8338,"«Самое важное, что вы узнаете за эту лекцию: если у вас есть вопрос, то с вероятностью 99% он есть на StackOverflow»

#Мещерин_mipt",260,1662527520,7555
8333,"Я понимаю, почему деревянные кубики плавают в воде, а железные кубики тонут. 
Они с уголками

#Дежуров_mipt",91,1662447305,6060
8329,"""С пустыми множествами пустые разговоры"", как сказал Беклемишев. Да, это цитата.

#Молчанов_mipt",166,1662383845,6713
8324,"Эрлих: В чём сила ФУПМа?

#Эрлих_mipt",115,1662364886,6828
8313,"Вот вы меня спросИте: а что с границами интегрирования делать?
А что хотите, то и делайте

#Карпов_mipt",86,1662116438,5849
8309,"Итак, что же такое полупроводниковые приборы? Это приборы сделанные из полупроводников

#Караваев_mipt",147,1662106265,7703
8306,"Я как-то в одной книге прочитал интересный способ умножения матриц: 
Находите левым глазом i-тую строку первой матрицы, правым — j-тый столбец правой, перемножаете их первые числа. Затем перемещаетесьсь левым глазом по строке на одно число вправо, а правым — по столбцу на число вниз, пермножаете их, суммируете и т.д. Мне это способ не понравился — представьте, что у вас всего один глаз...
Так что спешите умножать матрицы, пока вы молоды и здоровы!
#Штепин_mipt",421,1662059126,40716
8305,"Если вы хотите резать людей, вы можете стать маньяком, а можете великолепным хирургом.

#Марьинский_mipt",166,1662059106,6915
8304,"Органа, который бы чувствовал вероятность, у нас нет

#Горбачёв_mipt",234,1662059100,7249
8291,"🤘 Врывайся на масштабный онлайн-хакатон Skolkovo Hack 2022

48 часов продуктивного времяпрепровождения, разнообразные треки (от логистики, машинного обучения и блокчейна), воркшопы, новые знакомства, подарки и много образовательных активностей!
Отложи все дела и участвуй в онлайн-хакатоне с 23 по 25 сентября. Заявки принимаются до 18 сентября по ссылке: https://clck.ru/wpvVy

Найдётся место для всех айтишников: разработчиков (frontend, backend, мобильных, blockchain), графических и UX/UI-дизайнеров, дата-инженеров и дата-сайентистов, product и project-менеджеров, аналитиков, QA- и DevOps-специалистов.

Уровень подготовки — не имеет значения. Приглашаются и профессионалы, и студенты, чтобы классно провести время и научиться чему-то новому. Найти и создать команду ты сможешь прямо на платформе хакатона Codenrock.

Треки на выбор:

- «Разработать модели ранжирования соответствия пула кандидатов предлагаемой вакансии» от FriendWork;
- «Разработать DeFi приложение для блокчейна Waves Enterprise (Mainnet)» от Web3 Tech;
- «Создать простой и удобный веб видео-редактор для монтажа записей вебинаров» от EdgeСenter;

Новые треки откроются совсем скоро. Следи за информацией на официальном сайте. 

Тебя ждут:

✅ 5 крутых треков, которые прокачают твои скиллы;
✅ Уникальные данные, которые предоставят компании;
✅ Нетворкинг с участниками и экспертами;
✅ Ценные призы: Apple TV, Яндекс.Станция, грант на развитие проекта в сфере Web3, лимитированный мерч и гранты на развитие блокчейн проектов;
✅ Деловая программа с воршкопами, митапами и экспертными сессиями с владельцами треков;

Полная программа и подробности доступны на сайте. Успей зарегистрироваться до 18 сентября по ссылке: https://clck.ru/wpvVy

#SkolkovoHack2022",3,1662019202,4407
8289,"Все химики подгонщики, математики просто чокнутые, нормальные ребята только физики и прогеры.

#Тихановский_mipt",237,1662015837,7358
8288,"С точки зрения подготовки... нужно обязательно готовиться к работе

#Чубич_mipt Д.А.",74,1662015769,5583
8279,"Это не справедливо, да? Я вам сейчас не докажу, а вас потом будут спрашивать. Ну, вообще жизнь очень не справедлива. Несправедливость вы знаете, как распределяется: весь семестр накапливается, а дальше в сессию она выплёскивается на вас, на студентов. Это правда, и от этого никуда не деться. Поэтому я ничего не буду доказывать.
#Кожевников_mipt",237,1661929324,11112
8278,"Особенно отличилась, как и на коллоквиуме, третья группа. Что там происходит, я не знаю, я там вёл занятия.
#Козлов_MIPT",148,1661929290,7284
8277,"Это не повод устраивать революцию и переписывать все школьные учебники...

#Городецкий_mipt",132,1661929280,6272
